Category,Subcategory,Subject,Location,Start Date,End Date,Notes,URL,Description
Film,Upcoming Release,Furiosa,,5/24/2024,,Sci-Fi movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m15648/furiosa,"Category: Film
Subcategory: Upcoming Release
Notes: Sci-Fi movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m15648/furiosa"
Film,Upcoming Release,The Garfield Movie,,5/24/2024,,Reboot movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m14423/garfield,"Category: Film
Subcategory: Upcoming Release
Notes: Reboot movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m14423/garfield"
Film,Upcoming Release,Kingdom of the Planet of the Apes,,5/24/2024,,Sequel movie from 20th Century Studios distributed via In Theaters,https://www.movieinsider.com/m20807/kingdom-of-the-planet-of-the-apes,"Category: Film
Subcategory: Upcoming Release
Notes: Sequel movie from 20th Century Studios distributed via In Theaters
URL: https://www.movieinsider.com/m20807/kingdom-of-the-planet-of-the-apes"
Film,Upcoming Release,The Watchers,,6/7/2024,,Thriller movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m21276/the-watchers,"Category: Film
Subcategory: Upcoming Release
Notes: Thriller movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m21276/the-watchers"
Film,Upcoming Release,Ballerina,,6/7/2024,,Drama movie from Lionsgate distributed via In Theaters,https://www.movieinsider.com/m15689/ballerina,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from Lionsgate distributed via In Theaters
URL: https://www.movieinsider.com/m15689/ballerina"
Film,Upcoming Release,Inside Out 2,,6/14/2024,,Family movie from Walt Disney Studios distributed via In Theaters,https://www.movieinsider.com/m20748/inside-out-2,"Category: Film
Subcategory: Upcoming Release
Notes: Family movie from Walt Disney Studios distributed via In Theaters
URL: https://www.movieinsider.com/m20748/inside-out-2"
Film,Upcoming Release,Bad Boys 4,,6/14/2024,,Sequel movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m13489/bad-boys-4,"Category: Film
Subcategory: Upcoming Release
Notes: Sequel movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m13489/bad-boys-4"
Film,Upcoming Release,The Bikeriders,,6/21/2024,,Drama movie from 20th Century Studios distributed via In Theaters,https://www.movieinsider.com/m22069/the-bikeriders,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from 20th Century Studios distributed via In Theaters
URL: https://www.movieinsider.com/m22069/the-bikeriders"
Film,Upcoming Release,A Quiet Place: Day One,,6/28/2024,,Spin-off movie from Paramount Pictures distributed via In Theaters,https://www.movieinsider.com/m18896/a-quiet-place-spin-off,"Category: Film
Subcategory: Upcoming Release
Notes: Spin-off movie from Paramount Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m18896/a-quiet-place-spin-off"
Film,Upcoming Release,Horizon: An American Saga,,6/28/2024,,Drama movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m20674/horizon-an-american-saga,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20674/horizon-an-american-saga"
Film,Upcoming Release,Horrorscope,,6/28/2024,,Thriller movie from Sony Screen Gems distributed via In Theaters,https://www.movieinsider.com/m20655/horrorscope,"Category: Film
Subcategory: Upcoming Release
Notes: Thriller movie from Sony Screen Gems distributed via In Theaters
URL: https://www.movieinsider.com/m20655/horrorscope"
Film,Upcoming Release,Despicable Me 4,,7/3/2024,,Adventure movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m20137/despicable-me-4,"Category: Film
Subcategory: Upcoming Release
Notes: Adventure movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20137/despicable-me-4"
Film,Upcoming Release,Mufasa: The Lion King,,7/5/2024,,Prequel movie from Walt Disney Studios distributed via In Theaters,https://www.movieinsider.com/m18856/lion-king-prequel,"Category: Film
Subcategory: Upcoming Release
Notes: Prequel movie from Walt Disney Studios distributed via In Theaters
URL: https://www.movieinsider.com/m18856/lion-king-prequel"
Film,Upcoming Release,Venom 3,,7/12/2024,,Action movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m20386/venom-3,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20386/venom-3"
Film,Upcoming Release,Twisters,,7/19/2024,,Adventure movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m18537/twister,"Category: Film
Subcategory: Upcoming Release
Notes: Adventure movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m18537/twister"
Film,Upcoming Release,Captain America: Brave New World,,7/26/2024,,Sequel movie from Marvel Studios distributed via In Theaters,https://www.movieinsider.com/m19603/captain-america-new-world-order,"Category: Film
Subcategory: Upcoming Release
Notes: Sequel movie from Marvel Studios distributed via In Theaters
URL: https://www.movieinsider.com/m19603/captain-america-new-world-order"
Film,Upcoming Release,Harold and the Purple Crayon,,8/2/2024,,Family movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m7030/harold-and-the-purple-crayon,"Category: Film
Subcategory: Upcoming Release
Notes: Family movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m7030/harold-and-the-purple-crayon"
Film,Upcoming Release,Trap,,8/2/2024,,Thriller movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m15090/m-night-shyamalans-next-film,"Category: Film
Subcategory: Upcoming Release
Notes: Thriller movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m15090/m-night-shyamalans-next-film"
Film,Upcoming Release,Borderlands,,8/9/2024,,Action movie from Lionsgate distributed via In Theaters,https://www.movieinsider.com/m13556/borderlands,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Lionsgate distributed via In Theaters
URL: https://www.movieinsider.com/m13556/borderlands"
Film,Upcoming Release,Flint Strong,,8/9/2024,,Drama movie from Metro-Goldwyn-Mayer (MGM) distributed via In Theaters,https://www.movieinsider.com/m18260/flint-strong,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from Metro-Goldwyn-Mayer (MGM) distributed via In Theaters
URL: https://www.movieinsider.com/m18260/flint-strong"
Film,Upcoming Release,Speak No Evil,,8/9/2024,,Thriller movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m21521/speak-no-evil,"Category: Film
Subcategory: Upcoming Release
Notes: Thriller movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m21521/speak-no-evil"
Film,Upcoming Release,Alien: Romulus,,8/16/2024,,Horror movie from 20th Century Studios distributed via In Theaters,https://www.movieinsider.com/m13187/untitled-alien-film,"Category: Film
Subcategory: Upcoming Release
Notes: Horror movie from 20th Century Studios distributed via In Theaters
URL: https://www.movieinsider.com/m13187/untitled-alien-film"
Film,Upcoming Release,Horizon: An American Saga 2,,8/16/2024,,Historical movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m21574/horizon-an-american-saga-2,"Category: Film
Subcategory: Upcoming Release
Notes: Historical movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m21574/horizon-an-american-saga-2"
Film,Upcoming Release,Kendrick Brothers 2024 Film,,8/23/2024,,Drama movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m21928/kendrick-brothers-2024-film,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m21928/kendrick-brothers-2024-film"
Film,Upcoming Release,Kraven the Hunter,,8/30/2024,,Action movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m19261/kraven-the-hunter,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m19261/kraven-the-hunter"
Film,Upcoming Release,Beetlejuice 2,,9/6/2024,,Comedy movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m9484/beetlejuice-reboot,"Category: Film
Subcategory: Upcoming Release
Notes: Comedy movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m9484/beetlejuice-reboot"
Film,Upcoming Release,Transformers One,,9/13/2024,,Action movie from Paramount Pictures distributed via In Theaters,https://www.movieinsider.com/m13591/transformers-animated,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Paramount Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m13591/transformers-animated"
Film,Upcoming Release,Joker: Folie à Deux,,10/4/2024,,Action movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m20470/the-joker-2,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20470/the-joker-2"
Film,Upcoming Release,Smile 2,,10/18/2024,,Suspense movie from Paramount Pictures distributed via In Theaters,https://www.movieinsider.com/m22125/smile-2,"Category: Film
Subcategory: Upcoming Release
Notes: Suspense movie from Paramount Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m22125/smile-2"
Film,Upcoming Release,The Amateur,,11/8/2024,,Thriller movie from 20th Century Studios distributed via In Theaters,https://www.movieinsider.com/m21770/the-amateur,"Category: Film
Subcategory: Upcoming Release
Notes: Thriller movie from 20th Century Studios distributed via In Theaters
URL: https://www.movieinsider.com/m21770/the-amateur"
Film,Upcoming Release,Untitled Sony and Marvel Universe Film,,11/8/2024,,Superhero movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m20575/untitled-sony-and-marvel-universe-film,"Category: Film
Subcategory: Upcoming Release
Notes: Superhero movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20575/untitled-sony-and-marvel-universe-film"
Film,Upcoming Release,The Best Christmas Pageant Ever,,11/15/2024,,Holiday movie from Lionsgate distributed via In Theaters,https://www.movieinsider.com/m8142/the-best-christmas-pageant-ever,"Category: Film
Subcategory: Upcoming Release
Notes: Holiday movie from Lionsgate distributed via In Theaters
URL: https://www.movieinsider.com/m8142/the-best-christmas-pageant-ever"
Film,Upcoming Release,Alto Knights,,11/15/2024,,Gangster movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m20703/wise-guys,"Category: Film
Subcategory: Upcoming Release
Notes: Gangster movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20703/wise-guys"
Film,Upcoming Release,Gladiator 2,,11/22/2024,,Action movie from Paramount Pictures distributed via In Theaters,https://www.movieinsider.com/m16922/gladiator-2,"Category: Film
Subcategory: Upcoming Release
Notes: Action movie from Paramount Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m16922/gladiator-2"
Film,Upcoming Release,Wicked,,11/27/2024,,Musical movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m4970/wicked,"Category: Film
Subcategory: Upcoming Release
Notes: Musical movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m4970/wicked"
Film,Upcoming Release,Untitled Disney Animation (2024),,11/27/2024,,Animation movie from Walt Disney Studios distributed via In Theaters,https://www.movieinsider.com/m21599/untitled-disney-animation,"Category: Film
Subcategory: Upcoming Release
Notes: Animation movie from Walt Disney Studios distributed via In Theaters
URL: https://www.movieinsider.com/m21599/untitled-disney-animation"
Film,Upcoming Release,The Lord of the Rings: The War of the Rohirrim,,12/13/2024,,Animation movie from Warner Bros. Pictures distributed via In Theaters,https://www.movieinsider.com/m19301/the-lord-of-the-rings-the-war-of-the-rohirrim,"Category: Film
Subcategory: Upcoming Release
Notes: Animation movie from Warner Bros. Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m19301/the-lord-of-the-rings-the-war-of-the-rohirrim"
Film,Upcoming Release,The Karate Kid Sequel,,12/13/2024,,Drama movie from Sony Pictures distributed via In Theaters,https://www.movieinsider.com/m7564/the-karate-kid-sequel,"Category: Film
Subcategory: Upcoming Release
Notes: Drama movie from Sony Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m7564/the-karate-kid-sequel"
Film,Upcoming Release,Thunderbolts,,12/20/2024,,Comic Book movie from Marvel Studios distributed via In Theaters,https://www.movieinsider.com/m20476/thunderbolts,"Category: Film
Subcategory: Upcoming Release
Notes: Comic Book movie from Marvel Studios distributed via In Theaters
URL: https://www.movieinsider.com/m20476/thunderbolts"
Film,Upcoming Release,Sonic the Hedgehog 3,,12/20/2024,,Based on Game movie from Paramount Pictures distributed via In Theaters,https://www.movieinsider.com/m20424/sonic-the-hedgehog-3,"Category: Film
Subcategory: Upcoming Release
Notes: Based on Game movie from Paramount Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m20424/sonic-the-hedgehog-3"
Film,Upcoming Release,Jordan Peele 2024 Untitled Movie,,12/25/2024,,Suspense movie from Universal Pictures distributed via In Theaters,https://www.movieinsider.com/m21432/jordan-peele-2024-untitled-movie,"Category: Film
Subcategory: Upcoming Release
Notes: Suspense movie from Universal Pictures distributed via In Theaters
URL: https://www.movieinsider.com/m21432/jordan-peele-2024-untitled-movie"
Music,Awards,Grammy's,"Los Angeles, CA",2/4/2024,,Location alternates between NYC and LA every year,https://www.grammy.com/,"Category: Music
Subcategory: Awards
Notes: Location alternates between NYC and LA every year
URL: https://www.grammy.com/"
